date,store_id,prescription_id,prescription_flag,product_id,product_category,manufacturer,units_sold,price,discount_percent,promotion_flag,expiry_date,inventory_level,safety_stock,reorder_point,order_quantity,lead_time_days,stock_out_flag,holiday_flag,special_event_flag,delivery_time_hours,delivery_delay_flag,competitor_price_index,customer_segment_id,day_of_week,month_of_year
2025-12-14,store_2,baba32f4-1f0d-4d36-ae91-c7ea85a71c6c,0,prod_19,Prescription,Novartis,8,28.12,50,1,2026-10-20,13,16,27,89,6,0,1,0,21.95,0,0.87,retail,6,12
2025-03-08,store_2,2039d754-7896-4e95-8516-9625de160417,0,prod_5,OTC,Novartis,7,34.61,20,1,2025-12-27,21,27,37,51,1,0,1,0,18.09,0,0.85,wholesale,5,3
2025-12-02,store_2,0236ae77-d69d-41b7-be62-a4c1f70ec40d,0,prod_17,OTC,Novartis,5,87.28,10,1,2026-03-25,9,16,32,78,10,0,0,0,9.25,0,0.93,wholesale,1,12
2025-03-09,store_1,4d071b9d-fe2b-41e6-89df-232b3652cbe2,0,prod_10,Supplement,Sun Pharma,3,93.79,0,0,2025-04-18,5,28,38,43,13,0,1,0,31.23,0,0.88,retail,6,3
2025-08-26,store_1,f8e9262c-32dc-4139-a5fa-ff2bb5a8445d,0,prod_13,Supplement,Pfizer,6,48.05,50,1,2026-02-06,14,21,39,63,13,0,0,0,24.63,0,0.92,retail,1,8
2025-03-24,store_2,3408094c-7f9d-4833-9410-1383cf18af40,0,prod_3,Prescription,Sun Pharma,7,47.82,0,0,2025-07-13,8,29,45,33,12,0,0,0,22.78,0,1.09,retail,0,3
2025-12-20,store_3,216a69fa-236d-4616-bbe0-cea3f74dc306,0,prod_4,Supplement,Sun Pharma,12,96.92,30,1,2026-06-21,7,15,31,70,3,1,1,0,24.17,0,0.97,retail,5,12
2025-08-29,store_1,c1538ea4-4044-48c3-9c7d-bf5d93e5459d,0,prod_9,Prescription,Novartis,7,71.48,10,1,2026-08-01,13,10,25,77,12,0,0,0,22.91,0,0.97,wholesale,4,8
2025-10-20,store_1,a304caf1-622f-41b3-8897-9a8fb2a577f3,1,prod_12,Supplement,Pfizer,3,36.03,20,1,2026-04-10,4,12,21,83,2,0,0,0,24.12,0,0.89,wholesale,0,10
2025-01-19,store_2,c3db6195-ea59-4cf4-95d8-a3472b729c1c,0,prod_10,Supplement,Sun Pharma,5,62.21,50,1,2025-10-13,4,18,35,71,3,1,1,0,26.52,0,0.89,retail,6,1
2025-12-16,store_4,72fb3253-fada-4b5e-8f64-31d7d285bf1b,1,prod_11,Supplement,Pfizer,7,34.28,10,1,2026-09-27,8,26,39,49,2,0,0,0,27.27,0,1.09,wholesale,1,12
2025-11-23,store_5,0c7b434e-c33f-4e4c-8d83-e3780ec45751,0,prod_4,Prescription,Novartis,6,97.52,10,1,2025-12-29,12,24,30,46,12,0,1,0,21.01,0,1.01,wholesale,6,11
2025-10-16,store_3,04ca4887-0de6-4679-8435-e5dcabf2d95e,0,prod_10,Supplement,Sun Pharma,4,18.95,20,1,2026-03-03,21,13,29,32,2,0,0,0,25.81,0,0.84,retail,3,10
2025-12-17,store_5,30a272da-fd99-44d0-82d7-dbdae933ae34,0,prod_8,Supplement,Pfizer,9,52.52,0,0,2026-09-15,16,22,37,82,4,0,0,0,24.02,0,1.12,retail,2,12
2025-12-11,store_3,406775bb-cbb1-4ec0-9880-f84597669f96,0,prod_6,OTC,Pfizer,7,24.13,10,1,2026-03-30,24,26,39,33,9,0,0,0,16.16,0,1.12,wholesale,3,12
2025-09-18,store_4,816024cb-885b-4421-803e-9edc239a6424,0,prod_10,Supplement,Pfizer,7,44.71,30,1,2026-01-09,25,10,18,70,3,0,0,0,22.32,0,0.8,retail,3,9
2025-09-06,store_1,2b76a4aa-f4b9-48d7-a3c1-6898b74d1631,0,prod_15,OTC,Sun Pharma,2,53.18,30,1,2026-06-05,6,17,24,85,8,0,1,0,23.99,0,0.87,retail,5,9
2025-08-04,store_4,f5ad78df-123f-483f-98a5-f548b9708e1b,1,prod_3,Prescription,Pfizer,7,75.64,0,0,2026-03-10,13,15,29,96,13,0,0,0,14.09,0,0.92,retail,0,8
2025-12-08,store_4,162cacc3-a3a1-4508-aa82-d6f61c8c25f0,0,prod_6,Prescription,Pfizer,5,81.57,50,1,2026-09-01,22,28,47,33,1,0,0,0,16.96,0,0.83,wholesale,0,12
2025-08-27,store_3,95c1009e-885b-4cf3-a772-04a342443893,0,prod_16,Prescription,Sun Pharma,4,75.9,0,0,2026-02-27,11,11,20,43,1,0,0,0,25.37,0,1.1,wholesale,2,8
2025-10-18,store_5,c74031ee-8b76-4e2a-8706-8955da617fc1,0,prod_2,Prescription,Sun Pharma,2,33.08,30,1,2026-04-13,17,19,28,91,12,0,1,1,19.71,0,1.07,retail,5,10
2025-07-13,store_5,0374cb40-b8cb-4697-9ace-444dd3906366,0,prod_18,OTC,Novartis,4,20.17,20,1,2025-09-22,15,25,38,62,13,0,1,0,28.34,0,0.9,retail,6,7
2025-11-19,store_2,9572fa3a-98a8-4651-b684-bc2808cab428,1,prod_13,Supplement,Sun Pharma,6,8.84,20,1,2026-10-15,3,19,28,62,7,1,0,0,30.59,0,1.2,retail,2,11
2025-11-16,store_5,16851a4e-6fb4-4b13-9f88-482158230f15,0,prod_19,Supplement,Sun Pharma,6,47.6,30,1,2026-06-14,22,23,37,47,13,0,1,0,25.83,0,0.97,retail,6,11
2025-07-11,store_1,f9cbf5e5-94c3-45ad-b850-57d6d6091181,0,prod_5,Supplement,Sun Pharma,11,71.37,50,1,2026-01-05,0,22,31,50,6,1,0,0,22.91,0,1.06,retail,4,7
2025-12-21,store_5,3288413a-f02c-4448-9901-15a48e5f5dec,0,prod_4,Supplement,Novartis,4,14.42,10,1,2026-12-18,7,16,24,87,10,0,1,0,30.12,0,1.06,wholesale,6,12
2025-07-09,store_1,52109bb2-a4fc-4991-a9e1-e5117cc1df0b,1,prod_2,Prescription,Novartis,4,13.75,0,0,2026-02-23,19,23,35,31,1,0,0,0,24.9,0,0.9,retail,2,7
2025-11-16,store_4,9f07fbdf-110d-4fa1-b5da-ded1be429fb7,0,prod_2,Prescription,Pfizer,8,97.16,20,1,2026-09-22,22,26,45,36,7,0,1,0,24.4,0,0.81,wholesale,6,11
2025-04-27,store_4,4d8a48e2-1436-4d6c-b5ee-605709831826,1,prod_3,Supplement,Pfizer,8,82.33,20,1,2026-04-16,3,13,25,46,2,1,1,1,28.0,0,1.0,wholesale,6,4
2025-04-24,store_4,5d592cf9-9c72-4de8-a361-9e63c8ddbf05,0,prod_18,OTC,Pfizer,7,5.66,20,1,2026-03-11,2,23,40,65,2,1,0,0,31.34,0,0.97,retail,3,4
2025-06-12,store_3,904002ff-e7c4-4764-8cae-6ccb6e59ad0e,0,prod_2,Prescription,Novartis,4,21.84,20,1,2026-02-14,19,27,35,54,12,0,0,0,18.98,0,1.19,retail,3,6
2025-08-20,store_4,12ee0335-116d-46dc-862f-16c7f577a2b2,0,prod_7,Prescription,Pfizer,5,68.93,50,1,2025-11-07,24,26,42,37,3,0,0,0,22.15,0,0.81,wholesale,2,8
2025-01-25,store_5,05006ca8-db88-47d8-9304-58fc4139c828,0,prod_14,Supplement,Novartis,7,60.11,20,1,2025-02-27,16,17,30,84,13,0,1,0,30.39,0,0.9,retail,5,1
2025-02-24,store_4,7a74b198-18e6-43a0-a9da-610d4ef26492,0,prod_1,Prescription,Sun Pharma,5,30.36,50,1,2025-10-10,18,11,27,51,7,0,0,1,26.49,0,1.13,retail,0,2
2025-08-06,store_2,c44cf126-f8c8-41f2-8e1e-b2a65842f72e,0,prod_13,OTC,Sun Pharma,10,8.49,10,1,2026-06-21,24,12,30,69,7,0,0,0,26.66,0,0.87,wholesale,2,8
2025-04-11,store_4,a3a0f870-ce5b-40fa-acd4-761657d8888b,1,prod_19,Prescription,Sun Pharma,4,87.96,20,1,2025-05-16,19,18,33,55,6,0,0,0,17.17,0,1.04,wholesale,4,4
2025-01-16,store_3,5bbddacc-3738-46c5-bad4-92a2e49bbaad,1,prod_4,OTC,Sun Pharma,7,50.96,10,1,2025-09-07,26,26,40,95,12,0,0,0,28.98,0,1.16,retail,3,1
2025-03-26,store_4,8d97d194-e7fa-44fd-9000-af3988e2787b,0,prod_1,OTC,Pfizer,6,93.2,50,1,2025-05-14,4,17,24,40,1,1,0,0,29.75,0,0.93,wholesale,2,3
2025-08-19,store_2,85903729-1717-4e90-a8ab-53e3bfea56cc,0,prod_14,Prescription,Novartis,8,75.42,50,1,2025-12-25,13,25,36,32,6,0,0,0,17.89,0,1.17,wholesale,1,8
2025-09-29,store_4,c923db67-1faf-4bfc-939a-4c26f567b46b,1,prod_20,OTC,Pfizer,7,90.11,0,0,2026-03-25,11,29,40,36,5,0,0,0,20.82,0,0.93,wholesale,0,9
2025-01-10,store_4,0b3e9a40-7461-4c26-951d-6a15aeb8c31f,0,prod_4,OTC,Sun Pharma,4,41.9,0,0,2025-08-09,11,13,22,98,13,0,0,0,24.74,0,1.03,retail,4,1
2025-09-12,store_5,221cb5d3-a362-45d7-ae35-36fef2010cfb,1,prod_15,OTC,Novartis,5,17.43,0,0,2025-12-11,1,11,26,38,8,1,0,1,23.0,0,1.19,retail,4,9
2025-01-30,store_3,9e3e3551-38f9-4b29-85a6-ddd979771836,0,prod_11,OTC,Sun Pharma,2,53.85,0,0,2025-03-22,6,19,35,92,13,0,0,0,26.98,0,0.99,wholesale,3,1
2025-05-16,store_1,8bc8209a-3a3a-4e20-8adf-08025bbdb35f,0,prod_1,Supplement,Pfizer,11,48.81,10,1,2026-03-30,24,20,34,96,4,0,0,0,21.96,0,1.18,retail,4,5
2025-09-08,store_5,e5e87b82-171c-4abd-aa39-b77770d04e57,0,prod_14,Supplement,Novartis,6,71.8,0,0,2026-04-06,5,12,23,63,11,1,0,0,23.04,0,0.91,retail,0,9
2025-07-28,store_5,f3c4592b-5803-4a54-9d75-e5620b8c8073,0,prod_3,Prescription,Novartis,4,34.48,0,0,2026-06-19,11,21,28,94,11,0,0,0,28.41,0,0.98,wholesale,0,7
2025-03-08,store_2,c92ff652-6931-43e4-aefa-7284d5878467,0,prod_18,Prescription,Sun Pharma,9,40.2,10,1,2025-06-13,1,29,35,98,8,1,1,0,27.39,0,1.04,retail,5,3
2025-04-11,store_4,4618e0cc-1612-49b5-974d-de0426d384c4,1,prod_1,Prescription,Novartis,10,12.27,30,1,2025-10-01,19,14,31,51,6,0,0,0,21.01,0,0.88,wholesale,4,4
2025-08-11,store_3,62ec42b9-1b16-4267-aa2f-add4bc50ca19,0,prod_9,OTC,Novartis,7,53.42,20,1,2026-03-31,26,19,31,69,1,0,0,0,24.31,0,0.93,wholesale,0,8
2025-10-18,store_2,aad88b74-45f4-4585-8aec-c78eeaa8c553,0,prod_6,OTC,Novartis,8,11.58,50,1,2025-12-13,20,17,22,68,3,0,1,0,22.08,0,0.81,retail,5,10
2025-07-15,store_2,24f5eaa8-b927-4888-b75e-45f29b6ab34d,0,prod_3,Supplement,Sun Pharma,6,37.08,10,1,2026-04-21,15,21,33,58,12,0,0,0,11.59,0,1.18,retail,1,7
2025-09-07,store_2,987d6453-d802-4acb-a431-69d6f2cc53c8,1,prod_18,OTC,Novartis,6,14.01,10,1,2026-05-05,18,28,39,81,11,0,1,0,31.77,0,1.04,retail,6,9
2025-09-03,store_1,ce4e686d-3a05-463b-8b76-2f063e880972,1,prod_16,Supplement,Pfizer,9,84.85,10,1,2026-08-28,0,27,38,47,5,1,0,0,20.1,0,0.95,retail,2,9
2025-07-14,store_1,31f11516-a90b-48cd-8f8f-1e7181271c8c,1,prod_14,Supplement,Sun Pharma,4,15.64,20,1,2026-01-29,9,26,40,35,7,0,0,0,23.87,0,0.88,retail,0,7
2025-09-18,store_2,972ffa09-4021-463c-9836-b8d33ac2dad4,0,prod_13,Supplement,Pfizer,7,92.95,10,1,2026-03-18,24,19,28,55,12,0,0,0,27.78,0,1.08,retail,3,9
2025-04-20,store_3,a19961ce-d320-43ea-a838-bf3c5bd0a4b6,1,prod_2,OTC,Sun Pharma,4,46.2,20,1,2025-11-08,13,17,32,73,2,0,1,0,26.08,0,1.15,retail,6,4
2025-08-18,store_5,22dd72cd-bdaf-4078-bb0d-6ae2a8dd2087,1,prod_12,OTC,Sun Pharma,10,31.28,0,0,2026-02-07,24,21,26,32,6,0,0,0,15.95,0,1.18,wholesale,0,8
2025-03-15,store_4,a2d04d1d-d04a-4dd3-9d7f-b1f621bdd1db,0,prod_15,Supplement,Pfizer,5,80.18,0,0,2026-02-15,12,14,33,44,3,0,1,1,24.3,0,1.07,retail,5,3
2025-03-17,store_1,d2bc475d-79a4-49a9-a22a-d6eaeb4d4117,0,prod_14,OTC,Sun Pharma,5,46.96,10,1,2025-06-27,13,26,32,31,10,0,0,0,27.97,0,0.97,retail,0,3
2025-08-17,store_4,a85c1077-3fde-4cf8-9767-7fed71ae9b47,0,prod_3,OTC,Sun Pharma,6,15.58,10,1,2025-12-02,2,12,17,82,8,1,1,0,24.41,0,0.98,retail,6,8
2025-08-10,store_1,0ec09340-aec5-44aa-950d-7a6aebdea802,0,prod_4,OTC,Sun Pharma,2,88.34,30,1,2026-06-01,13,28,40,50,2,0,1,0,28.49,0,0.96,retail,6,8
2025-08-13,store_5,d5970f8b-a1ae-4a64-9b3d-f40045524354,1,prod_10,OTC,Novartis,5,34.18,10,1,2026-05-10,19,21,29,74,13,0,0,0,10.16,0,0.83,wholesale,2,8
2025-12-24,store_3,35614cb0-a431-4854-9e6c-9477fe95ca57,1,prod_11,Supplement,Novartis,5,74.01,30,1,2026-04-14,7,14,32,94,5,0,0,0,20.55,0,1.09,wholesale,2,12
2025-03-20,store_2,b3ee53ea-14d3-4de6-a13b-bc2415a7ff87,1,prod_9,Supplement,Novartis,5,99.17,20,1,2025-05-02,8,16,27,55,4,0,0,0,28.76,0,0.88,retail,3,3
2025-01-01,store_3,4a23e164-1135-47af-b279-87be9638e207,1,prod_12,OTC,Sun Pharma,7,29.06,30,1,2025-01-31,2,14,28,30,5,1,0,0,18.25,0,0.87,wholesale,2,1
2025-12-24,store_1,c7b2ac88-0fdb-4ab1-a1e9-b06ed30ad414,0,prod_3,OTC,Sun Pharma,4,14.59,20,1,2026-09-12,15,14,25,72,11,0,0,0,27.1,0,0.93,wholesale,2,12
2025-07-24,store_1,88f8d972-9807-4deb-b0e9-64223c075b30,0,prod_3,Prescription,Pfizer,5,57.54,20,1,2026-05-18,9,12,18,56,11,0,0,0,20.07,0,0.89,retail,3,7
2025-11-26,store_1,d3061fbf-0327-4f5b-892b-210994ce65b5,0,prod_20,Prescription,Pfizer,7,89.78,50,1,2026-04-21,18,19,37,57,6,0,0,0,23.73,0,0.88,retail,2,11
2025-06-25,store_5,32bbe9a3-4a31-4f4e-bcce-d1169cd0700a,0,prod_18,Supplement,Novartis,2,6.08,20,1,2025-10-15,20,10,18,43,7,0,0,1,25.35,0,0.87,wholesale,2,6
2025-01-14,store_3,a883a79c-8911-4b3b-a445-25d8eea95871,1,prod_19,Prescription,Novartis,6,23.48,20,1,2025-03-13,6,10,19,52,12,0,0,0,24.94,0,1.18,wholesale,1,1
2025-09-07,store_1,08dff136-a032-46d8-a7b9-a773270d7760,1,prod_5,OTC,Novartis,6,75.86,30,1,2025-12-14,8,20,26,97,13,0,1,1,35.06,0,0.84,wholesale,6,9
2025-06-03,store_3,dadce578-319e-4866-99be-f9fd7a898a6b,0,prod_20,Supplement,Novartis,7,17.98,50,1,2026-01-28,10,19,29,30,4,0,0,0,28.92,0,1.13,wholesale,1,6
2025-04-17,store_4,370bed2c-89e2-439e-9beb-bb8232eaadab,1,prod_15,Prescription,Novartis,9,75.38,50,1,2025-11-04,16,25,31,95,11,0,0,0,22.71,0,0.89,wholesale,3,4
2025-05-24,store_1,a58ed4ba-cc14-4101-822d-77a55b28cfd1,1,prod_1,Prescription,Novartis,10,6.73,50,1,2025-07-04,24,16,24,75,6,0,1,0,34.57,0,0.97,retail,5,5
2025-05-20,store_2,caed9cef-64d4-4237-85a3-d6fc1f97b92f,1,prod_3,OTC,Pfizer,4,92.11,0,0,2025-12-30,7,14,33,89,13,0,0,0,24.44,0,0.92,retail,1,5
2025-01-29,store_3,4f04605c-9910-48f4-a17e-653aa76b7c99,0,prod_7,Prescription,Pfizer,10,90.23,20,1,2026-01-02,14,27,32,89,3,0,0,0,23.68,0,0.94,retail,2,1
2025-05-11,store_5,4efcd4d0-4bdc-4982-bd8f-5c829b9415bc,0,prod_3,Supplement,Sun Pharma,10,49.37,0,0,2025-08-04,7,20,38,63,1,1,1,0,23.39,0,0.86,retail,6,5
2025-11-09,store_3,7ae68c49-1f60-4c11-ab87-9fa64df57336,0,prod_18,Prescription,Novartis,7,34.82,10,1,2026-04-08,23,27,37,63,3,0,1,0,30.05,0,1.18,wholesale,6,11
2025-03-28,store_2,ddbb2545-4780-4f70-970b-080bd17eb392,0,prod_19,Prescription,Pfizer,9,7.85,0,0,2026-02-12,28,15,28,81,11,0,0,0,28.7,0,1.0,wholesale,4,3
2025-06-30,store_3,98a641c2-fd36-479b-8339-9da84896fcd7,0,prod_19,Supplement,Novartis,6,39.8,20,1,2026-04-06,8,17,35,46,7,0,0,0,32.05,0,0.89,retail,0,6
2025-10-14,store_1,218237d2-f4f4-4124-8709-353f6447981e,0,prod_11,Prescription,Pfizer,4,72.76,20,1,2025-12-31,12,12,18,93,10,0,0,0,20.83,0,0.86,retail,1,10
2025-03-14,store_5,03ef1cde-06d6-43c4-ae59-f0815feb8575,1,prod_10,Supplement,Sun Pharma,4,54.59,30,1,2025-10-23,14,20,26,71,7,0,0,0,22.63,0,1.12,retail,4,3
2025-10-19,store_1,4f4c5844-3a46-4507-99cb-68d1ae2d0c29,0,prod_1,OTC,Sun Pharma,9,66.51,0,0,2026-02-18,18,24,32,70,5,0,1,0,23.44,0,1.0,retail,6,10
2025-12-06,store_3,469625ca-e291-434a-a419-9099c1601c7e,0,prod_16,Prescription,Sun Pharma,9,15.96,10,1,2026-01-13,20,13,22,60,10,0,1,0,26.99,0,0.94,retail,5,12
2025-07-29,store_3,03a082ac-64b1-4f42-a7a2-a27f0fd4294c,1,prod_7,OTC,Pfizer,4,93.87,30,1,2025-09-27,13,17,29,37,5,0,0,0,22.49,0,0.95,retail,1,7
2025-03-31,store_4,9f7ec218-f15a-49ad-a1d5-bebae78e782b,0,prod_20,Prescription,Novartis,4,95.76,50,1,2026-02-10,16,19,31,91,8,0,0,0,21.13,0,1.08,wholesale,0,3
2025-09-01,store_5,eed18ac3-c121-4c4a-8d74-10b73dac4b9d,0,prod_20,OTC,Novartis,2,42.93,0,0,2026-05-19,0,20,30,50,4,1,0,1,19.0,0,0.91,wholesale,0,9
2025-06-28,store_1,5cb4d16d-a4db-4af2-a543-2686bb396a20,0,prod_10,OTC,Pfizer,7,79.64,0,0,2025-07-28,21,20,28,57,1,0,1,0,22.44,0,0.95,retail,5,6
2025-10-24,store_4,8e021124-d1da-4346-89b3-a7518836391b,0,prod_2,Prescription,Novartis,10,21.55,30,1,2026-04-28,17,21,36,66,12,0,0,0,20.63,0,1.08,wholesale,4,10
2025-10-12,store_5,fe5cd5ba-8fc7-4ec3-aab7-66bd6f9ea6e7,0,prod_14,OTC,Sun Pharma,9,75.26,50,1,2026-02-03,12,18,33,94,8,0,1,0,22.37,0,1.14,retail,6,10
2025-04-07,store_1,53800b0a-9781-41d6-8f04-e29500e16ec0,0,prod_8,Prescription,Pfizer,6,56.3,10,1,2025-07-18,19,24,43,40,11,0,0,0,27.34,0,1.05,wholesale,0,4
2025-04-24,store_3,96e41e2f-df02-44e1-8d79-4c06a4d51c62,0,prod_2,Supplement,Pfizer,4,75.75,20,1,2025-07-10,19,16,24,69,10,0,0,0,26.19,0,0.84,retail,3,4
2025-07-05,store_3,ca5450c7-d14b-4314-bb7a-4fdf41b207db,1,prod_16,Prescription,Novartis,6,42.68,0,0,2026-04-17,10,12,22,36,13,0,1,0,26.2,0,0.96,wholesale,5,7
2025-12-26,store_5,ef4c0e4a-aa12-4551-b067-36cd7f42b0e0,0,prod_16,OTC,Pfizer,4,75.39,20,1,2026-12-04,4,17,36,62,5,0,0,0,20.04,0,1.19,wholesale,4,12
2025-08-29,store_5,9c74cdff-4896-4594-aed5-bb6b0556c3b2,1,prod_4,Prescription,Novartis,9,91.92,30,1,2026-03-07,21,21,35,83,9,0,0,0,15.42,0,0.91,retail,4,8
2025-09-25,store_3,4815a1be-7a41-4c39-938f-ba34d58743c5,0,prod_1,Supplement,Novartis,10,40.56,30,1,2026-01-04,2,29,46,83,10,1,0,0,24.71,0,0.93,wholesale,3,9
2025-12-04,store_5,b3cbe51c-f9bf-4a81-b346-352b3342d04a,0,prod_12,Prescription,Sun Pharma,5,58.9,10,1,2026-06-04,2,29,42,77,2,1,0,0,22.42,0,0.87,wholesale,3,12
2025-04-02,store_1,43ac23dc-b8e0-4b81-b531-eed1c18d2ec8,0,prod_1,Supplement,Novartis,8,55.75,50,1,2025-09-15,24,12,20,61,9,0,0,0,24.37,0,0.88,retail,2,4
2025-12-23,store_3,ef2359ca-2745-4e02-b5cc-ac0cca127e2b,0,prod_3,Supplement,Novartis,7,70.97,50,1,2026-06-17,19,12,29,43,1,0,0,0,16.31,0,1.1,retail,1,12
2025-10-26,store_5,a3e0ca7a-3b25-496b-b2e1-007baaba9902,0,prod_12,Prescription,Novartis,4,12.7,30,1,2026-03-30,15,28,45,53,8,0,1,0,22.89,0,0.98,retail,6,10
2025-08-01,store_2,81d46dc9-000e-4a96-9b2a-28e27a3d2689,0,prod_17,OTC,Sun Pharma,5,87.79,0,0,2026-02-08,13,29,40,91,12,0,0,0,28.87,0,1.18,retail,4,8
2025-08-05,store_1,f229bc43-de8f-47b5-83cd-4e2d0fbebc9c,0,prod_5,Prescription,Sun Pharma,6,67.63,50,1,2026-06-19,20,19,35,94,13,0,0,0,15.7,0,0.85,wholesale,1,8
2025-05-16,store_5,1813bc15-5ae8-47bf-9bba-e5f1065a8bad,0,prod_17,OTC,Pfizer,10,38.07,0,0,2025-11-09,22,21,34,36,4,0,0,0,27.92,0,0.99,retail,4,5
2025-05-25,store_4,6b5b17ca-f361-46d5-806e-b727875035e4,0,prod_3,Prescription,Pfizer,3,20.36,30,1,2025-11-07,21,11,17,89,12,0,1,0,24.53,0,1.09,wholesale,6,5
2025-10-02,store_5,92b096d9-4103-4679-940a-f4d76e0c4e24,1,prod_2,Supplement,Novartis,4,14.74,10,1,2026-09-07,18,28,45,59,6,0,0,0,18.07,0,0.81,wholesale,3,10
2025-01-21,store_3,ae51f5fb-848f-4598-9d4d-3bfd0cb5637f,1,prod_16,OTC,Novartis,8,60.84,20,1,2025-11-01,8,20,27,97,9,0,0,0,26.96,0,1.1,wholesale,1,1
2025-06-05,store_4,e132c749-22be-45dd-91dc-e431abb8c121,0,prod_2,Supplement,Pfizer,5,14.12,0,0,2025-12-24,3,14,24,47,6,1,0,0,24.54,0,1.03,retail,3,6
2025-12-03,store_3,8d5aa334-df78-4af9-a14b-08a7a4c386b3,0,prod_2,Prescription,Sun Pharma,6,81.43,20,1,2026-01-23,4,13,24,39,6,1,0,0,26.37,0,1.1,wholesale,2,12
2025-09-17,store_5,b1570524-c3ee-4a50-bb48-96128226fcc5,0,prod_10,OTC,Novartis,8,79.91,30,1,2026-02-11,22,25,39,38,9,0,0,0,20.15,0,1.06,retail,2,9
2025-08-10,store_1,635cd9a4-66d7-4712-9091-374dca7c4f97,0,prod_1,OTC,Pfizer,8,95.36,50,1,2026-01-25,2,20,35,82,13,1,1,0,21.36,0,1.08,retail,6,8
2025-02-28,store_2,9e0991a9-e58b-4d04-8f78-5db50f2bd884,0,prod_3,Prescription,Sun Pharma,11,52.6,30,1,2026-01-08,13,13,30,87,4,0,0,0,27.8,0,1.08,retail,4,2
2025-11-26,store_2,8eef6ffb-0530-4083-8c49-8ddfebf3ceb9,1,prod_5,OTC,Sun Pharma,6,77.55,30,1,2026-08-14,13,11,17,56,9,0,0,0,22.6,0,1.14,wholesale,2,11
2025-06-25,store_5,abe3db49-7c9d-40f6-96b2-c44bb4d641e1,0,prod_20,Supplement,Sun Pharma,6,25.02,50,1,2025-09-03,2,16,25,79,9,1,0,0,21.15,0,1.04,retail,2,6
2025-03-05,store_1,33b1c3c6-6cb3-4701-a196-aaea1e12801f,0,prod_15,Supplement,Novartis,7,72.03,10,1,2026-01-08,13,19,26,92,9,0,0,0,32.98,0,1.19,retail,2,3
2025-06-18,store_5,def361ba-97c1-4fbf-85e8-95652514cc34,0,prod_7,Prescription,Novartis,5,6.68,0,0,2025-08-04,7,29,46,66,3,0,0,0,23.28,0,0.82,wholesale,2,6
2025-06-01,store_5,a54c92ef-4495-4053-91c0-8a08d42ee8dd,0,prod_11,Prescription,Novartis,7,55.37,10,1,2025-10-02,4,28,38,82,12,1,1,0,23.74,0,1.17,wholesale,6,6
2025-05-02,store_5,28dd7f01-ba58-4e87-bf8d-8f473f9ca86b,0,prod_16,OTC,Sun Pharma,8,80.39,20,1,2026-04-30,10,12,24,45,3,0,0,0,26.65,0,0.99,wholesale,4,5
2025-07-16,store_1,b0692630-a045-42e9-af00-8d5d03b24311,1,prod_6,OTC,Pfizer,4,79.15,20,1,2025-10-05,2,20,35,65,2,1,0,0,26.67,0,1.12,retail,2,7
2025-11-21,store_3,7117a302-d47d-4693-b575-973083522c09,1,prod_17,Supplement,Novartis,8,50.59,30,1,2026-05-25,7,21,32,39,8,1,0,0,18.9,0,0.98,retail,4,11
2025-10-10,store_5,a3bea742-3632-4a1b-bce7-b1963450943c,0,prod_16,Prescription,Sun Pharma,7,75.41,30,1,2025-12-09,16,29,39,74,12,0,0,0,27.29,0,1.07,wholesale,4,10
2025-08-30,store_3,dba1f29f-117c-4a03-98ab-64ae108822cc,0,prod_18,Supplement,Pfizer,4,87.79,20,1,2026-02-16,20,14,30,83,11,0,1,0,16.47,0,0.99,retail,5,8
2025-02-03,store_5,6eae2dfd-64fc-44eb-9df1-8ae03e7bbabf,1,prod_14,Prescription,Sun Pharma,5,63.57,50,1,2025-08-28,17,15,26,89,12,0,0,0,23.8,0,0.88,retail,0,2
2025-02-16,store_5,44a7b60e-1d2d-476c-b680-d90922c2697c,1,prod_10,Prescription,Novartis,6,23.43,0,0,2025-06-19,18,13,28,40,4,0,1,0,31.4,0,0.86,wholesale,6,2
2025-12-08,store_5,b8a578bc-3172-4487-8c05-86a0aefadebc,0,prod_2,OTC,Sun Pharma,8,86.77,50,1,2026-05-03,4,11,23,57,6,1,0,0,24.62,0,1.12,retail,0,12
2025-08-30,store_4,0a0c9cb7-743f-47bd-bb28-ce0211f1bbad,0,prod_11,Prescription,Sun Pharma,5,89.1,20,1,2025-12-30,22,12,30,48,4,0,1,0,27.64,0,0.97,wholesale,5,8
2025-07-20,store_2,46dd1333-8728-414b-94d8-a3ac97941759,1,prod_2,Supplement,Sun Pharma,3,81.8,0,0,2026-05-20,15,28,36,30,1,0,1,0,21.25,0,1.08,wholesale,6,7
2025-07-03,store_2,c0c53da5-81aa-4fd0-90d3-71f3d23e67b0,1,prod_15,OTC,Pfizer,7,52.0,10,1,2026-05-21,26,11,27,76,1,0,0,0,22.56,0,0.83,wholesale,3,7
2025-09-02,store_3,de265035-5c86-4f81-85ed-f1a15558e33f,0,prod_12,Prescription,Pfizer,3,33.54,50,1,2025-12-07,12,17,27,89,7,0,0,0,28.66,0,0.84,retail,1,9
2025-01-15,store_4,9944f5d2-aaa3-42e4-aaae-b86edfb2735e,1,prod_11,Supplement,Sun Pharma,5,71.18,20,1,2025-07-19,20,13,24,61,3,0,0,0,17.05,0,1.15,wholesale,2,1
